"","x","y","values"
"2497",0.557443,0.43444,NA
"2498",0.503563,0.965438,NA
"2499",0.657237,0.789181,NA
"2500",0.334463,0.418494,NA
"2501",0.13547,0.329335,NA
"2502",0.398749,0.831235,NA
"2503",0.751263,0.907546,NA
"2504",0.004273,0.960815,2.78198598612655
"2505",0.981109,0.401572,NA
"2506",0.05919,0.447898,NA
"2507",0.17377,0.343801,NA
"2508",0.51545,0.82623,NA
"2509",0.443381,0.964782,NA
"2510",0.791638,0.505287,NA
"2511",0.914824,0.873487,NA
"2512",0.532708,0.751431,NA
"2513",0.397833,0.301778,NA
"2514",0.606104,0.224292,NA
"2515",0.921355,0.033448,NA
"2516",0.729534,0.09366,NA
"2517",0.686519,0.178805,NA
"2518",0.803433,0.259419,NA
"2519",0.725353,0.434867,NA
"2520",0.453712,0.384695,NA
"2521",0.809751,0.981521,NA
"2522",0.576318,0.594705,NA
"2523",0.039445,0.555383,NA
"2524",0.041855,0.635859,NA
"2525",0.74229,0.050874,NA
"2526",0.471473,0.376318,NA
"2527",0.787396,0.691264,NA
"2528",0.024155,0.525246,NA
"2529",0.77351,0.921904,NA
"2530",0.446265,0.948547,NA
"2531",0.086336,0.702251,NA
"2532",0.479698,0.565698,NA
"2533",0.979339,0.251148,NA
"2534",0.093706,0.319631,NA
"2535",0.596719,0.027695,NA
"2536",0.212329,0.323598,NA
"2537",0.228229,0.273579,NA
"2538",0.079332,0.826825,NA
"2539",0.247318,0.809857,NA
"2540",0.25156,0.536385,NA
"2541",0.856565,0.333425,NA
"2542",0.420462,0.685679,NA
"2543",0.791409,0.285557,NA
"2544",0.849378,0.394354,NA
"2545",0.363455,0.937438,NA
"2546",0.420279,0.607202,NA
"2547",0.280613,0.563531,NA
"2548",0.76939,0.648692,NA
"2549",0.788693,0.650752,NA
"2550",0.843839,0.502312,NA
"2551",0.459159,0.168154,NA
"2552",0.85156,0.572381,NA
"2553",0.421347,0.539208,NA
"2554",0.703761,0.343877,NA
"2555",0.816709,0.240528,NA
"2556",0.13872,0.8813,NA
"2557",0.319631,0.103136,NA
"2558",0.408591,0.060807,NA
"2559",0.943328,0.911238,NA
"2560",0.663111,0.481361,NA
"2561",0.63389,0.593439,NA
"2562",0.01471,0.681483,0.338915585700687
"2563",0.97612,0.576715,NA
"2564",0.313527,0.468803,NA
"2565",0.948257,0.666651,NA
"2566",0.612497,0.93637,NA
"2567",0.246281,0.103685,NA
"2568",0.401251,0.016892,NA
"2569",0.194308,0.651606,NA
"2570",0.912825,0.350439,NA
"2571",0.448417,0.473381,NA
"2572",0.868376,0.535561,NA
"2573",0.67364,0.810437,NA
"2574",0.079103,0.538415,NA
"2575",0.233249,0.095827,NA
"2576",0.438697,0.699397,NA
"2577",0.571221,0.92723,NA
"2578",0.367742,0.056382,NA
"2579",0.999863,0.3131,NA
"2580",0.302525,0.194202,NA
"2581",0.080613,0.277806,NA
"2582",0.996612,0.186709,NA
"2583",0.441428,0.533639,NA
"2584",0.63389,0.82237,NA
"2585",0.432319,0.594415,NA
"2586",0.534768,0.58851,NA
"2587",0.25034,0.586252,NA
"2588",0.002625,0.325795,0.669881456114068
"2589",0.581765,0.664744,NA
"2590",0.216159,0.742382,NA
"2591",0.376516,0.236851,NA
"2592",0.238437,0.729168,NA
"2593",0.570779,0.936141,NA
"2594",0.962234,0.79173,NA
"2595",0.206241,0.249866,NA
"2596",0.167788,0.066621,NA
"2597",0.938476,0.746685,NA
"2598",0.718761,0.394568,NA
"2599",0.923522,0.315282,NA
"2600",0.666773,0.426566,NA
"2601",0.024277,0.430762,NA
"2602",0.207691,0.574899,NA
"2603",0.420157,0.480583,NA
"2604",0.159274,0.149187,NA
"2605",0.862318,0.673136,NA
"2606",0.873838,0.198581,NA
"2607",0.334295,0.408286,NA
"2608",0.577829,0.616846,NA
"2609",0.857847,0.688594,NA
"2610",0.004181,0.589349,-1.38860284051435
"2611",0.242313,0.543648,NA
"2612",0.861555,0.193332,NA
"2613",0.352178,0.773861,NA
"2614",0.631815,0.92221,NA
"2615",0.023362,0.439155,NA
"2616",0.548898,0.126543,NA
"2617",0.211841,0.946532,NA
"2618",0.178653,0.791104,NA
"2619",0.968765,0.846799,NA
"2620",0.791287,0.410544,NA
"2621",0.378744,0.305745,NA
"2622",0.682612,0.044434,NA
"2623",0.845197,0.674769,NA
"2624",0.703593,0.978729,NA
"2625",0.15053,0.097169,NA
"2626",0.885832,0.358785,NA
"2627",0.100725,0.256718,NA
"2628",0.617685,0.959411,NA
"2629",0.458595,0.768292,NA
"2630",0.881514,0.976715,NA
"2631",0.796658,0.151415,NA
"2632",0.50779,0.49926,NA
"2633",0.21416,0.54815,NA
"2634",0.025864,0.266484,NA
"2635",0.911681,0.578576,NA
"2636",0.963409,0.23653,NA
"2637",0.457389,0.514717,NA
"2638",0.39765,0.092683,NA
"2639",0.89987,0.793439,NA
"2640",0.799573,0.270802,NA
"2641",0.335851,0.100389,NA
"2642",0.754742,0.482231,NA
"2643",0.44918,0.625376,NA
"2644",0.643595,0.82385,NA
"2645",0.711543,0.336629,NA
"2646",0.381415,0.032395,NA
"2647",0.938445,0.997757,NA
"2648",0.707683,0.851774,NA
"2649",0.903838,0.043351,NA
"2650",0.985733,0.840452,NA
"2651",0.545403,0.275334,NA
"2652",0.761791,0.22443,NA
"2653",0.406348,0.398901,NA
"2654",0.310201,0.446235,NA
"2655",0.386893,0.158465,NA
"2656",0.518654,0.146288,NA
"2657",0.009812,0.587549,-1.3923310542816
"2658",0.789685,0.583734,NA
"2659",0.34226,0.366583,NA
"2660",0.028321,0.131746,NA
"2661",0.811887,0.55819,NA
"2662",0.982422,0.142412,NA
"2663",0.873518,0.318608,NA
"2664",0.910292,0.096712,NA
"2665",0.444221,0.580255,NA
"2666",0.609171,0.160479,NA
"2667",0.227466,0.160815,NA
"2668",0.992294,0.903471,NA
"2669",0.896147,0.902358,NA
"2670",0.909545,0.394308,NA
"2671",0.74815,0.430457,NA
"2672",0.961746,0.238392,NA
"2673",0.503502,0.655619,NA
"2674",0.910811,0.625376,NA
"2675",0.743633,0.041718,NA
"2676",0.246754,0.454154,NA
"2677",0.129366,0.631281,NA
"2678",0.712703,0.032731,NA
"2679",0.539467,0.885878,NA
"2680",0.347555,0.797345,NA
"2681",0.453849,0.390249,NA
"2682",0.543465,0.160342,NA
"2683",0.3794,0.11812,NA
"2684",0.532113,0.222461,NA
"2685",0.321126,0.245228,NA
"2686",0.838331,0.877745,NA
"2687",0.645365,0.266514,NA
"2688",0.224613,0.857206,NA
"2689",0.572427,0.724804,NA
"2690",0.055283,0.329198,NA
"2691",0.306249,0.771267,NA
"2692",0.394507,0.660136,NA
"2693",0.473884,0.601785,NA
"2694",0.944274,0.763195,NA
"2695",0.028305,0.220417,NA
"2696",0.184848,0.491768,NA
"2697",0.434638,0.483131,NA
"2698",0.672801,0.125826,NA
"2699",0.954604,0.926146,NA
"2700",0.327611,0.455619,NA
"2701",0.354818,0.682719,NA
"2702",0.58172,0.498573,NA
"2703",0.640772,0.384787,NA
"2704",0.505684,0.335225,NA
"2705",0.51133,0.131701,NA
"2706",0.082673,0.581323,NA
"2707",0.554772,0.346258,NA
"2708",0.229587,0.755688,NA
"2709",0.255604,0.689708,NA
"2710",0.573312,0.21355,NA
"2711",0.957107,0.083467,NA
"2712",0.312184,0.00824,NA
"2713",0.698817,0.27953,NA
"2714",0.412467,0.304219,NA
"2715",0.684749,0.503807,NA
"2716",0.216495,0.258396,NA
"2717",0.957107,0.959564,NA
"2718",0.847623,0.912245,NA
"2719",0.256886,0.36556,NA
"2720",0.544228,0.721233,NA
"2721",0.556451,0.359594,NA
"2722",0.277638,0.17612,NA
"2723",0.724224,0.329564,NA
"2724",0.611765,0.745525,NA
"2725",0.095232,0.90428,NA
"2726",0.94641,0.899687,NA
"2727",0.631373,0.655589,NA
"2728",0.320806,0.909575,NA
"2729",0.087236,0.467506,NA
"2730",0.609232,0.676768,NA
"2731",0.223774,0.070817,NA
"2732",0.389242,0.808408,NA
"2733",0.444495,0.309392,NA
"2734",0.251301,0.32047,NA
"2735",0.506325,0.889586,NA
"2736",0.667201,0.245762,NA
"2737",0.178134,0.583551,NA
"2738",0.532845,0.246601,NA
"2739",0.730327,0.530587,NA
"2740",0.829633,0.797253,NA
"2741",0.738247,0.313115,NA
"2742",0.739147,0.918822,NA
"2743",0.266712,0.691676,NA
"2744",0.457389,0.682719,NA
"2745",0.866392,0.868467,NA
"2746",0.923659,0.206897,NA
"2747",0.844709,0.909194,NA
"2748",0.840803,0.830579,NA
"2749",0.193805,0.379736,NA
"2750",0.966781,0.91722,NA
"2751",0.379843,0.943221,NA
"2752",0.161257,0.65153,NA
"2753",0.110643,0.438849,NA
"2754",0.90518,0.855222,NA
"2755",0.785687,0.153429,NA
"2756",0.856519,0.211139,NA
"2757",0.034821,0.050416,NA
"2758",0.983093,0.794217,NA
"2759",0.62771,0.84239,NA
"2760",0.499733,0.388251,NA
"2761",0.46183,0.997513,NA
"2762",0.15462,0.882643,NA
"2763",0.604883,0.567742,NA
"2764",0.626535,0.614878,NA
"2765",0.238224,0.945693,NA
"2766",0.113741,0.948501,NA
"2767",0.668818,0.85069,NA
"2768",0.487724,0.287678,NA
"2769",0.74258,0.587778,NA
"2770",0.15169,0.904692,NA
"2771",0.768673,0.937362,NA
"2772",0.18117,0.470695,NA
"2773",0.25127,0.705333,NA
"2774",0.304875,0.594446,NA
"2775",0.481422,0.658122,NA
"2776",0.128252,0.705791,NA
"2777",0.553429,0.593454,NA
"2778",0.445716,0.604807,NA
"2779",0.122286,0.508507,NA
"2780",0.610498,0.986419,NA
"2781",0.456611,0.516136,NA
"2782",0.08957,0.456321,NA
"2783",0.453208,0.185534,NA
"2784",0.708782,0.078264,NA
"2785",0.382116,0.32488,NA
"2786",0.003388,0.818784,1.33648625917733
"2787",0.873548,0.346441,NA
"2788",0.83978,0.939498,NA
"2789",0.497826,0.601312,NA
"2790",0.758129,0.192538,NA
"2791",0.300221,0.405463,NA
"2792",0.95845,0.109361,NA
"2793",0.992401,0.565484,NA
"2794",0.674479,0.679744,NA
"2795",0.747265,0.953414,NA
"2796",0.144823,0.614328,NA
"2797",0.225299,0.241276,NA
"2798",0.906554,0.567727,NA
"2799",0.212177,0.682658,NA
"2800",0.055329,0.137743,NA
"2801",0.010117,0.598108,-1.64780721360515
"2802",0.182208,0.587411,NA
"2803",0.472648,0.491814,NA
"2804",0.743542,0.917617,NA
"2805",0.508812,0.976333,NA
"2806",0.183246,0.982116,NA
"2807",0.8766,0.379355,NA
"2808",0.189685,0.883772,NA
"2809",0.669459,0.092851,NA
"2810",0.653239,0.721584,NA
"2811",0.3066,0.681819,NA
"2812",0.18172,0.911772,NA
"2813",0.960616,0.704494,NA
"2814",0.517601,0.849622,NA
"2815",0.716716,0.52665,NA
"2816",0.678584,0.831144,NA
"2817",0.147189,0.54049,NA
"2818",0.26511,0.182849,NA
"2819",0.57023,0.795132,NA
"2820",0.700694,0.926482,NA
"2821",0.291417,0.208118,NA
"2822",0.58262,0.96582,NA
"2823",0.726787,0.006348,NA
"2824",0.316258,0.498878,NA
"2825",0.279515,0.895506,NA
"2826",0.403342,0.309209,NA
"2827",0.32929,0.600519,NA
"2828",0.267384,0.288136,NA
"2829",0.902815,0.646784,NA
"2830",0.750729,0.851438,NA
"2831",0.060273,0.297597,NA
"2832",0.907408,0.220874,NA
"2833",0.191684,0.384207,NA
"2834",0.778683,0.114534,NA
"2835",0.628504,0.17438,NA
"2836",0.201556,0.175204,NA
"2837",0.786648,0.602655,NA
"2838",0.368231,0.660426,NA
"2839",0.59585,0.79234,NA
"2840",0.542229,0.964767,NA
"2841",0.54255,0.403464,NA
"2842",0.795804,0.475135,NA
"2843",0.48072,0.565499,NA
"2844",0.691829,0.113222,NA
"2845",0.00679,0.34049,0.680168257700894
"2846",0.879316,0.159518,NA
"2847",0.96022,0.95787,NA
"2848",0.340444,0.823728,NA
"2849",0.432593,0.128389,NA
"2850",0.541299,0.782589,NA
"2851",0.03331,0.790524,NA
"2852",0.261769,0.240421,NA
"2853",0.63125,0.630777,NA
"2854",0.461753,0.842618,NA
"2855",0.028763,0.358343,NA
"2856",0.161349,0.506355,NA
"2857",0.430701,0.002441,NA
"2858",0.416785,0.410498,NA
"2859",0.140505,0.56939,NA
"2860",0.351797,0.652308,NA
"2861",0.229862,0.445808,NA
"2862",0.308232,0.66334,NA
"2863",0.616617,0.637705,NA
"2864",0.862226,0.405829,NA
"2865",0.380331,0.045777,NA
"2866",0.688319,0.840772,NA
"2867",0.148119,0.960174,NA
"2868",0.193286,0.731716,NA
"2869",0.069398,0.515221,NA
"2870",0.250767,0.502342,NA
"2871",0.865583,0.434485,NA
"2872",0.261662,0.992111,NA
"2873",0.865843,0.738659,NA
"2874",0.534752,0.836164,NA
"2875",0.869612,0.58558,NA
"2876",0.351369,0.392157,NA
"2877",0.078355,0.468162,NA
"2878",0.780407,0.621195,NA
"2879",0.453208,0.923369,NA
"2880",0.927306,0.370474,NA
"2881",0.343282,0.850278,NA
"2882",0.885328,0.22858,NA
"2883",0.686671,0.769192,NA
"2884",0.951705,0.498589,NA
"2885",0.678553,0.874296,NA
"2886",0.207416,0.675181,NA
"2887",0.942458,0.521126,NA
"2888",0.162173,0.750439,NA
"2889",0.326711,0.741131,NA
"2890",0.353735,0.141619,NA
"2891",0.473152,0.407599,NA
"2892",0.38378,0.642466,NA
"2893",0.732509,0.507637,NA
"2894",0.230747,0.026871,NA
"2895",0.670268,0.854871,NA
"2896",0.043275,0.185657,NA
"2897",0.438895,0.983871,NA
"2898",0.466636,0.501793,NA
"2899",0.052323,0.373281,NA
"2900",0.504814,0.05835,NA
"2901",0.921691,0.816175,NA
"2902",0.912734,0.172152,NA
"2903",0.686397,0.654292,NA
"2904",0.787564,0.577783,NA
"2905",0.414694,0.001724,NA
"2906",0.005158,0.761318,-1.35138126547813
"2907",0.9308,0.666194,NA
"2908",0.689296,0.231128,NA
"2909",0.421134,0.000259,NA
"2910",0.278096,0.731563,NA
"2911",0.462562,0.609415,NA
"2912",0.940215,0.865721,NA
"2913",0.551202,0.699702,NA
"2914",0.898604,0.400427,NA
"2915",0.979767,0.331228,NA
"2916",0.350454,0.776623,NA
"2917",0.838285,0.695354,NA
"2918",0.352453,0.238834,NA
"2919",0.964172,0.055299,NA
"2920",0.933684,0.344381,NA
"2921",0.819303,0.383673,NA
"2922",0.63151,0.311452,NA
"2923",0.181109,0.443305,NA
"2924",0.410803,0.455512,NA
"2925",0.441459,0.385138,NA
"2926",0.56614,0.696269,NA
"2927",0.200687,0.104387,NA
"2928",0.276722,0.243732,NA
"2929",0.512352,0.281224,NA
"2930",0.881575,0.293858,NA
"2931",0.958831,0.73022,NA
"2932",0.884871,0.099718,NA
"2933",0.018235,0.857664,-0.729530209092552
"2934",0.176623,0.207111,NA
"2935",0.874296,0.936706,NA
"2936",0.321157,0.831357,NA
"2937",0.669276,0.12578,NA
"2938",0.91368,0.62446,NA
"2939",0.49189,0.238621,NA
"2940",0.294133,0.510842,NA
"2941",0.837491,0.292744,NA
"2942",0.569192,0.484611,NA
"2943",0.00383,0.628855,-0.289053140388612
"2944",0.387518,0.38262,NA
"2945",0.319112,0.885359,NA
"2946",0.768688,0.53753,NA
"2947",0.434577,0.019883,NA
"2948",0.402106,0.5196,NA
"2949",0.676631,0.949203,NA
"2950",0.700603,0.788754,NA
"2951",0.891371,0.651133,NA
"2952",0.735561,0.332448,NA
"2953",0.535424,0.192889,NA
"2954",0.550332,0.517861,NA
"2955",0.933791,0.372168,NA
"2956",0.802258,0.151766,NA
"2957",0.063661,0.727474,NA
"2958",0.861219,0.663157,NA
"2959",0.983429,0.834272,NA
"2960",0.409277,0.929412,NA
"2961",0.666392,0.214298,NA
"2962",0.955459,0.563302,NA
"2963",0.655131,0.782254,NA
"2964",0.518196,0.585641,NA
"2965",0.096773,0.575128,NA
"2966",0.88127,0.742168,NA
"2967",0.979309,0.272892,NA
"2968",0.019348,0.811231,0.904183021541403
"2969",0.468605,0.794705,NA
"2970",0.614176,0.127825,NA
"2971",0.342504,0.255192,NA
"2972",0.793194,0.895521,NA
"2973",0.148898,0.576883,NA
"2974",0.033555,0.694499,NA
"2975",0.433768,0.276188,NA
"2976",0.462837,0.458808,NA
"2977",0.785443,0.241337,NA
"2978",0.666438,0.504402,NA
"2979",0.154208,0.786664,NA
"2980",0.597559,0.138613,NA
"2981",0.111528,0.919478,NA
"2982",0.058534,0.54226,NA
"2983",0.108217,0.551186,NA
"2984",0.153857,0.265873,NA
"2985",0.22327,0.018433,NA
"2986",9e-04,0.014267,-1.5034117921376
"2987",0.66331,0.997604,NA
"2988",0.147234,0.311528,NA
"2989",0.229679,0.266148,NA
"2990",0.011398,0.089815,1.74620878406347
"2991",0.810254,0.244404,NA
"2992",0.57789,0.601526,NA
"2993",0.495415,0.905226,NA
"2994",0.466697,0.483513,NA
"2995",0.219455,0.541787,NA
"2996",0.556161,0.035431,NA
"2997",0.729747,0.963424,NA
"2998",0.672465,0.636118,NA
"2999",0.269612,0.8692,NA
"3000",0.208392,0.75848,NA
"3001",0.674708,0.848768,NA
"3002",0.163302,0.052232,NA
"3003",0.44979,0.667338,NA
"3004",0.680186,0.434623,NA
"3005",0.471351,0.446708,NA
"3006",0.059403,0.01828,NA
"3007",0.996292,0.383124,NA
"3008",0.617288,0.441306,NA
"3009",0.701122,0.347631,NA
"3010",0.838895,0.824125,NA
"3011",0.221546,0.541299,NA
"3012",0.50045,0.854704,NA
"3013",0.890379,0.252644,NA
"3014",0.799847,0.666102,NA
"3015",0.244709,0.854719,NA
"3016",0.200549,0.304494,NA
"3017",0.058396,0.863172,NA
"3018",0.431632,0.594491,NA
"3019",0.963348,0.810117,NA
"3020",0.675837,0.110597,NA
"3021",0.967544,0.403464,NA
"3022",0.052781,0.38938,NA
"3023",0.814099,0.737804,NA
"3024",0.284382,0.480385,NA
"3025",0.571298,0.294194,NA
"3026",0.614664,0.272587,NA
"3027",0.664683,0.163104,NA
"3028",0.820752,0.00528,NA
"3029",0.92932,0.989425,NA
"3030",0.761807,0.552834,NA
"3031",0.730678,0.566552,NA
"3032",0.740749,0.781415,NA
"3033",0.192172,0.562188,NA
"3034",0.220279,0.166506,NA
"3035",0.804562,0.103609,NA
"3036",0.394675,0.577813,NA
"3037",0.835554,0.64921,NA
"3038",0.118654,0.760372,NA
"3039",0.780438,0.596841,NA
"3040",0.53521,0.040604,NA
"3041",0.381689,0.537285,NA
"3042",0.78349,0.151553,NA
"3043",0.923384,0.776455,NA
"3044",0.828702,0.67451,NA
"3045",0.346487,0.262699,NA
"3046",0.430106,0.640146,NA
"3047",0.534447,0.257572,NA
"3048",0.23032,0.769253,NA
"3049",0.330327,0.343572,NA
"3050",0.875578,0.077516,NA
"3051",0.495415,0.900206,NA
"3052",0.065766,0.550484,NA
"3053",0.997635,0.363424,NA
"3054",0.028244,0.206256,NA
"3055",0.202838,0.6701,NA
"3056",0.000519,0.99826,3.21211614799843
"3057",0.592782,0.74873,NA
"3058",0.115816,0.965133,NA
"3059",0.687419,0.658473,NA
"3060",0.526879,0.743481,NA
"3061",0.882429,0.4047,NA
"3062",0.388388,0.516411,NA
"3063",0.280293,0.783444,NA
"3064",0.806729,0.6177,NA
"3065",0.502434,0.714611,NA
"3066",0.901579,0.531716,NA
"3067",0.591333,0.388876,NA
"3068",0.100832,0.839246,NA
"3069",0.029877,0.291829,NA
"3070",0.336553,0.497276,NA
"3071",0.493706,0.755276,NA
"3072",0.813306,0.737697,NA
"3073",0.722576,0.263767,NA
"3074",0.119417,0.911818,NA
"3075",0.497688,0.757641,NA
"3076",0.704326,0.37232,NA
"3077",0.651652,0.08658,NA
"3078",0.650889,0.874708,NA
"3079",0.454368,0.041428,NA
"3080",0.52459,0.227161,NA
"3081",0.423835,0.409201,NA
"3082",0.35668,0.722835,NA
"3083",0.470665,0.642756,NA
"3084",0.22446,0.56144,NA
"3085",0.429755,0.300267,NA
"3086",0.900343,0.875441,NA
"3087",0.280812,0.290715,NA
"3088",0.87216,0.538216,NA
"3089",0.213764,0.848814,NA
"3090",0.652491,0.724147,NA
"3091",0.390631,0.6701,NA
"3092",0.921126,0.798428,NA
"3093",0.533639,0.349691,NA
"3094",0.71429,0.146487,NA
"3095",0.720424,0.619684,NA
"3096",0.884764,0.952819,NA
"3097",0.437125,0.182803,NA
"3098",0.231235,0.000107,NA
"3099",0.118715,0.780362,NA
"3100",0.193606,0.179522,NA
"3101",0.181247,0.125673,NA
"3102",0.309575,0.117403,NA
"3103",0.645289,0.037552,NA
"3104",0.932647,0.261463,NA
"3105",0.870481,0.53283,NA
"3106",0.576684,0.697566,NA
"3107",0.208499,0.900587,NA
"3108",0.585138,0.896788,NA
"3109",0.361105,0.786694,NA
"3110",0.063691,0.723552,NA
"3111",0.3729,0.344549,NA
"3112",0.102831,0.181796,NA
"3113",0.781292,0.905898,NA
"3114",0.024842,0.373144,NA
"3115",0.71162,0.054398,NA
"3116",0.878798,0.970779,NA
"3117",0.42533,0.704402,NA
"3118",0.138231,0.324178,NA
"3119",0.810666,0.511192,NA
"3120",0.6327,0.077195,NA
"3121",0.697581,0.837308,NA
"3122",0.089708,0.182773,NA
"3123",0.310369,0.487678,NA
"3124",0.613428,0.179461,NA
"3125",0.120241,0.690379,NA
"3126",0.872435,0.623667,NA
"3127",0.51162,0.132464,NA
"3128",0.921477,0.441291,NA
"3129",0.889555,0.58941,NA
"3130",0.26247,0.989197,NA
"3131",0.297383,0.88127,NA
"3132",0.715328,0.777569,NA
"3133",0.502312,0.863371,NA
"3134",0.21767,0.033799,NA
"3135",0.839887,0.169299,NA
"3136",0.427298,0.778347,NA
"3137",0.33959,0.63241,NA
"3138",0.057633,0.103716,NA
"3139",0.45388,0.67631,NA
"3140",0.543282,0.242496,NA
"3141",0.618601,0.342184,NA
"3142",0.128542,0.121675,NA
"3143",0.860502,0.726558,NA
"3144",0.857389,0.242771,NA
"3145",0.690288,0.00528,NA
"3146",0.764553,0.865324,NA
"3147",0.797803,0.205417,NA
"3148",0.393774,0.786816,NA
"3149",0.250797,0.454368,NA
"3150",0.85185,0.998688,NA
"3151",0.10312,0.364614,NA
"3152",0.148425,0.214511,NA
"3153",0.544549,0.43212,NA
"3154",0.987762,0.598718,NA
"3155",0.413519,0.394858,NA
"3156",0.725185,0.518608,NA
"3157",0.09572,0.978271,NA
"3158",0.011658,0.325368,0.959616733981689
"3159",0.576532,0.114305,NA
"3160",0.123537,0.556619,NA
"3161",0.250675,0.014221,NA
"3162",0.692836,0.639277,NA
"3163",0.71873,0.342107,NA
"3164",0.219669,0.204791,NA
"3165",0.328405,0.696223,NA
"3166",0.360357,0.560174,NA
"3167",0.794156,0.39762,NA
"3168",0.396689,0.277852,NA
"3169",0.614405,0.431891,NA
"3170",0.696193,0.838437,NA
"3171",0.785733,0.00621,NA
"3172",0.390768,0.722301,NA
"3173",0.123507,0.666148,NA
"3174",0.940764,0.898177,NA
"3175",0.590402,0.723796,NA
"3176",0.492302,0.742519,NA
"3177",0.731731,0.976898,NA
"3178",0.942657,0.830457,NA
"3179",0.901381,0.036378,NA
"3180",0.817166,0.945678,NA
"3181",0.276417,0.097459,NA
"3182",0.848707,0.768521,NA
"3183",0.73463,0.900175,NA
"3184",0.00589,0.465675,1.16970878093752
"3185",0.583703,0.649271,NA
"3186",0.811887,0.985306,NA
"3187",0.807706,0.838392,NA
"3188",0.114763,0.304768,NA
"3189",0.765682,0.031586,NA
"3190",0.397284,0.33727,NA
"3191",0.515602,0.652598,NA
"3192",0.344167,0.299382,NA
"3193",0.907561,0.520668,NA
"3194",0.311284,0.192721,NA
"3195",0.656764,0.609751,NA
"3196",0.702861,0.479347,NA
"3197",0.242435,0.175174,NA
"3198",0.493812,0.446509,NA
"3199",0.921675,0.297429,NA
"3200",0.706203,0.674586,NA
"3201",0.951293,0.861738,NA
"3202",0.417746,0.563302,NA
"3203",0.101579,0.17847,NA
"3204",0.153353,0.18117,NA
"3205",0.360845,0.592279,NA
"3206",0.499596,0.371435,NA
"3207",0.759716,0.874662,NA
"3208",0.109819,0.576455,NA
"3209",0.210147,0.460197,NA
"3210",0.137545,0.374105,NA
"3211",0.1776,0.458885,NA
"3212",0.844572,0.828351,NA
"3213",0.295491,0.415381,NA
"3214",0.137148,0.460212,NA
"3215",0.747463,0.218402,NA
"3216",0.816281,0.58085,NA
"3217",0.689647,0.322866,NA
"3218",0.519356,0.066392,NA
"3219",0.532891,0.135149,NA
"3220",0.021241,0.678676,NA
"3221",0.247395,0.351476,NA
"3222",0.246647,0.281575,NA
"3223",0.073548,0.749493,NA
"3224",0.66183,0.985183,NA
"3225",0.521263,0.828672,NA
"3226",0.018769,0.201602,1.20485232103758
"3227",0.879103,0.220447,NA
"3228",0.930327,0.293523,NA
"3229",0.579843,0.320882,NA
"3230",0.128359,0.782574,NA
"3231",0.500511,0.110689,NA
"3232",0.313588,0.232624,NA
"3233",0.305547,0.474403,NA
"3234",0.008133,0.512612,0.0749926484164051
"3235",0.191791,0.909621,NA
"3236",0.476417,0.714336,NA
"3237",0.073136,0.645869,NA
"3238",0.038224,0.752331,NA
"3239",0.874311,0.854383,NA
"3240",0.118715,0.640848,NA
"3241",0.461433,0.243885,NA
"3242",0.793774,0.328832,NA
"3243",0.921172,0.422583,NA
"3244",0.367117,0.140322,NA
"3245",0.246494,0.968673,NA
"3246",0.496574,0.655131,NA
"3247",0.473396,0.543511,NA
"3248",0.075212,0.011826,NA
"3249",0.255573,0.806119,NA
"3250",0.199252,0.962478,NA
"3251",0.093172,0.384405,NA
"3252",0.573175,0.709682,NA
"3253",0.296208,0.545342,NA
"3254",0.699168,0.650843,NA
"3255",0.471336,0.194873,NA
"3256",0.834119,0.31281,NA
"3257",0.789273,0.801312,NA
"3258",0.585275,0.925582,NA
"3259",0.322515,0.882124,NA
"3260",0.885115,0.01265,NA
"3261",0.159899,0.693614,NA
"3262",0.650843,0.687419,NA
"3263",0.992554,0.488685,NA
"3264",0.269459,0.704662,NA
"3265",0.680278,0.166445,NA
"3266",0.88484,0.982788,NA
"3267",0.314824,0.433677,NA
"3268",0.004471,0.21677,-0.369892147335835
"3269",0.435615,0.734112,NA
"3270",0.901686,0.984268,NA
"3271",0.110506,0.095766,NA
"3272",0.942763,0.113176,NA
"3273",0.83537,0.255207,NA
"3274",0.063645,0.438453,NA
"3275",0.610849,0.944503,NA
"3276",0.213672,0.010315,NA
"3277",0.708324,0.897398,NA
"3278",0.077363,0.523812,NA
"3279",0.859419,0.639216,NA
"3280",0.356847,0.053605,NA
"3281",0.285801,0.274327,NA
"3282",0.606775,0.164385,NA
"3283",0.592172,0.389685,NA
"3284",0.293812,0.57612,NA
"3285",0.520394,0.875715,NA
"3286",0.169863,0.027604,NA
"3287",0.936584,0.581582,NA
"3288",0.822858,0.629221,NA
"3289",0.888548,0.700252,NA
"3290",0.195621,0.727657,NA
"3291",0.019379,0.118334,2.79118596698072
"3292",0.686458,0.389151,NA
"3293",0.926406,0.132876,NA
"3294",0.890471,0.461173,NA
"3295",0.951293,0.610498,NA
"3296",0.785275,0.449699,NA
"3297",0.906828,0.418143,NA
"3298",0.542809,0.830152,NA
"3299",0.804364,0.843122,NA
"3300",0.366232,0.112886,NA
"3301",0.057282,0.204593,NA
"3302",0.110353,0.139681,NA
"3303",0.332677,0.13579,NA
"3304",0.402197,0.115435,NA
"3305",0.461128,0.025391,NA
"3306",0.229465,0.481834,NA
"3307",0.594293,0.117464,NA
"3308",0.516564,0.26453,NA
"3309",0.020264,0.562707,NA
"3310",0.682277,0.941863,NA
"3311",0.70547,0.699489,NA
"3312",0.127459,0.186252,NA
